case_id,set_id,author_ids,author_names
16,81,"[120, 28, 69, 324, 30, 8949, 365, 102, 1057, 73, 53, 260, 963, 1321, 593, 979]","Jack London,Nathaniel Hawthorne,Arthur Conan Doyle,Anthony Trollope,H.G. Wells,James Grant,Henry Rider Haggard,Louisa May Alcott,Fergus Hume,Frances Hodgson Burnett,Mark Twain,Oliver Optic,Margaret Oliphant,Marie Corelli,Bret Harte,John Kendrick Bangs"
16,82,"[30, 28, 125, 8949, 324, 1321, 593, 69, 260, 979, 2957, 120, 98, 963, 73, 1177]","H.G. Wells,Nathaniel Hawthorne,Joseph Conrad,James Grant,Anthony Trollope,Marie Corelli,Bret Harte,Arthur Conan Doyle,Oliver Optic,John Kendrick Bangs,Mary Elizabeth Braddon,Jack London,Wilkie Collins,Margaret Oliphant,Frances Hodgson Burnett,Mrs Henry Wood"
16,83,"[69, 260, 28, 1321, 963, 102, 73, 593, 125, 98, 30, 1057, 8949, 2957, 53, 120]","Arthur Conan Doyle,Oliver Optic,Nathaniel Hawthorne,Marie Corelli,Margaret Oliphant,Louisa May Alcott,Frances Hodgson Burnett,Bret Harte,Joseph Conrad,Wilkie Collins,H.G. Wells,Fergus Hume,James Grant,Mary Elizabeth Braddon,Mark Twain,Jack London"
16,84,"[979, 98, 1321, 963, 324, 73, 8949, 1177, 102, 28, 2957, 69, 125, 593, 365, 260]","John Kendrick Bangs,Wilkie Collins,Marie Corelli,Margaret Oliphant,Anthony Trollope,Frances Hodgson Burnett,James Grant,Mrs Henry Wood,Louisa May Alcott,Nathaniel Hawthorne,Mary Elizabeth Braddon,Arthur Conan Doyle,Joseph Conrad,Bret Harte,Henry Rider Haggard,Oliver Optic"
16,85,"[593, 120, 963, 98, 30, 1177, 8949, 979, 53, 102, 28, 125, 1057, 73, 2957, 324]","Bret Harte,Jack London,Margaret Oliphant,Wilkie Collins,H.G. Wells,Mrs Henry Wood,James Grant,John Kendrick Bangs,Mark Twain,Louisa May Alcott,Nathaniel Hawthorne,Joseph Conrad,Fergus Hume,Frances Hodgson Burnett,Mary Elizabeth Braddon,Anthony Trollope"
16,86,"[1057, 8949, 73, 1321, 1177, 30, 593, 53, 2957, 963, 324, 979, 260, 69, 120, 125]","Fergus Hume,James Grant,Frances Hodgson Burnett,Marie Corelli,Mrs Henry Wood,H.G. Wells,Bret Harte,Mark Twain,Mary Elizabeth Braddon,Margaret Oliphant,Anthony Trollope,John Kendrick Bangs,Oliver Optic,Arthur Conan Doyle,Jack London,Joseph Conrad"
16,87,"[979, 2957, 53, 1321, 260, 30, 963, 69, 120, 8949, 324, 98, 102, 1177, 28, 73]","John Kendrick Bangs,Mary Elizabeth Braddon,Mark Twain,Marie Corelli,Oliver Optic,H.G. Wells,Margaret Oliphant,Arthur Conan Doyle,Jack London,James Grant,Anthony Trollope,Wilkie Collins,Louisa May Alcott,Mrs Henry Wood,Nathaniel Hawthorne,Frances Hodgson Burnett"
16,88,"[963, 53, 28, 98, 8949, 2957, 120, 1321, 125, 324, 593, 979, 365, 69, 30, 73]","Margaret Oliphant,Mark Twain,Nathaniel Hawthorne,Wilkie Collins,James Grant,Mary Elizabeth Braddon,Jack London,Marie Corelli,Joseph Conrad,Anthony Trollope,Bret Harte,John Kendrick Bangs,Henry Rider Haggard,Arthur Conan Doyle,H.G. Wells,Frances Hodgson Burnett"
16,89,"[260, 53, 324, 98, 28, 2957, 365, 1177, 8949, 125, 73, 963, 979, 69, 120, 30]","Oliver Optic,Mark Twain,Anthony Trollope,Wilkie Collins,Nathaniel Hawthorne,Mary Elizabeth Braddon,Henry Rider Haggard,Mrs Henry Wood,James Grant,Joseph Conrad,Frances Hodgson Burnett,Margaret Oliphant,John Kendrick Bangs,Arthur Conan Doyle,Jack London,H.G. Wells"
16,90,"[1321, 979, 963, 120, 365, 53, 1177, 2957, 8949, 30, 28, 125, 98, 102, 69, 1057]","Marie Corelli,John Kendrick Bangs,Margaret Oliphant,Jack London,Henry Rider Haggard,Mark Twain,Mrs Henry Wood,Mary Elizabeth Braddon,James Grant,H.G. Wells,Nathaniel Hawthorne,Joseph Conrad,Wilkie Collins,Louisa May Alcott,Arthur Conan Doyle,Fergus Hume"
16,91,"[125, 593, 2957, 30, 73, 365, 963, 324, 1321, 120, 69, 260, 979, 1177, 28, 102]","Joseph Conrad,Bret Harte,Mary Elizabeth Braddon,H.G. Wells,Frances Hodgson Burnett,Henry Rider Haggard,Margaret Oliphant,Anthony Trollope,Marie Corelli,Jack London,Arthur Conan Doyle,Oliver Optic,John Kendrick Bangs,Mrs Henry Wood,Nathaniel Hawthorne,Louisa May Alcott"
16,92,"[2957, 98, 593, 53, 102, 30, 260, 120, 8949, 365, 73, 324, 979, 125, 69, 1057]","Mary Elizabeth Braddon,Wilkie Collins,Bret Harte,Mark Twain,Louisa May Alcott,H.G. Wells,Oliver Optic,Jack London,James Grant,Henry Rider Haggard,Frances Hodgson Burnett,Anthony Trollope,John Kendrick Bangs,Joseph Conrad,Arthur Conan Doyle,Fergus Hume"
16,93,"[593, 1177, 73, 979, 1057, 1321, 8949, 102, 53, 120, 365, 30, 2957, 260, 324, 98]","Bret Harte,Mrs Henry Wood,Frances Hodgson Burnett,John Kendrick Bangs,Fergus Hume,Marie Corelli,James Grant,Louisa May Alcott,Mark Twain,Jack London,Henry Rider Haggard,H.G. Wells,Mary Elizabeth Braddon,Oliver Optic,Anthony Trollope,Wilkie Collins"
16,94,"[30, 73, 260, 365, 1321, 1177, 963, 120, 53, 125, 8949, 1057, 324, 69, 2957, 28]","H.G. Wells,Frances Hodgson Burnett,Oliver Optic,Henry Rider Haggard,Marie Corelli,Mrs Henry Wood,Margaret Oliphant,Jack London,Mark Twain,Joseph Conrad,James Grant,Fergus Hume,Anthony Trollope,Arthur Conan Doyle,Mary Elizabeth Braddon,Nathaniel Hawthorne"
16,95,"[8949, 1057, 324, 1321, 260, 98, 69, 28, 979, 125, 365, 120, 53, 30, 2957, 963]","James Grant,Fergus Hume,Anthony Trollope,Marie Corelli,Oliver Optic,Wilkie Collins,Arthur Conan Doyle,Nathaniel Hawthorne,John Kendrick Bangs,Joseph Conrad,Henry Rider Haggard,Jack London,Mark Twain,H.G. Wells,Mary Elizabeth Braddon,Margaret Oliphant"
16,96,"[1321, 73, 69, 260, 979, 30, 963, 8949, 102, 98, 1177, 324, 1057, 593, 365, 120]","Marie Corelli,Frances Hodgson Burnett,Arthur Conan Doyle,Oliver Optic,John Kendrick Bangs,H.G. Wells,Margaret Oliphant,James Grant,Louisa May Alcott,Wilkie Collins,Mrs Henry Wood,Anthony Trollope,Fergus Hume,Bret Harte,Henry Rider Haggard,Jack London"
16,97,"[28, 1177, 53, 365, 120, 30, 593, 1057, 102, 979, 2957, 324, 125, 260, 963, 73]","Nathaniel Hawthorne,Mrs Henry Wood,Mark Twain,Henry Rider Haggard,Jack London,H.G. Wells,Bret Harte,Fergus Hume,Louisa May Alcott,John Kendrick Bangs,Mary Elizabeth Braddon,Anthony Trollope,Joseph Conrad,Oliver Optic,Margaret Oliphant,Frances Hodgson Burnett"
16,98,"[963, 1057, 69, 30, 593, 98, 125, 2957, 1177, 324, 8949, 102, 28, 120, 979, 365]","Margaret Oliphant,Fergus Hume,Arthur Conan Doyle,H.G. Wells,Bret Harte,Wilkie Collins,Joseph Conrad,Mary Elizabeth Braddon,Mrs Henry Wood,Anthony Trollope,James Grant,Louisa May Alcott,Nathaniel Hawthorne,Jack London,John Kendrick Bangs,Henry Rider Haggard"
16,99,"[324, 963, 260, 8949, 1321, 53, 30, 365, 2957, 593, 102, 1057, 1177, 98, 125, 979]","Anthony Trollope,Margaret Oliphant,Oliver Optic,James Grant,Marie Corelli,Mark Twain,H.G. Wells,Henry Rider Haggard,Mary Elizabeth Braddon,Bret Harte,Louisa May Alcott,Fergus Hume,Mrs Henry Wood,Wilkie Collins,Joseph Conrad,John Kendrick Bangs"
16,100,"[979, 1177, 30, 102, 28, 324, 8949, 1057, 69, 98, 73, 260, 53, 1321, 2957, 963]","John Kendrick Bangs,Mrs Henry Wood,H.G. Wells,Louisa May Alcott,Nathaniel Hawthorne,Anthony Trollope,James Grant,Fergus Hume,Arthur Conan Doyle,Wilkie Collins,Frances Hodgson Burnett,Oliver Optic,Mark Twain,Marie Corelli,Mary Elizabeth Braddon,Margaret Oliphant"
18,1,"[120, 28, 1321, 1177, 30, 98, 260, 593, 324, 963, 979, 125, 2957, 53, 1057, 69, 102, 8949]","Jack London,Nathaniel Hawthorne,Marie Corelli,Mrs Henry Wood,H.G. Wells,Wilkie Collins,Oliver Optic,Bret Harte,Anthony Trollope,Margaret Oliphant,John Kendrick Bangs,Joseph Conrad,Mary Elizabeth Braddon,Mark Twain,Fergus Hume,Arthur Conan Doyle,Louisa May Alcott,James Grant"
18,2,"[2957, 963, 979, 324, 120, 1321, 593, 1177, 102, 260, 1057, 30, 125, 8949, 98, 28, 73, 365]","Mary Elizabeth Braddon,Margaret Oliphant,John Kendrick Bangs,Anthony Trollope,Jack London,Marie Corelli,Bret Harte,Mrs Henry Wood,Louisa May Alcott,Oliver Optic,Fergus Hume,H.G. Wells,Joseph Conrad,James Grant,Wilkie Collins,Nathaniel Hawthorne,Frances Hodgson Burnett,Henry Rider Haggard"
18,3,"[1057, 98, 1321, 120, 1177, 69, 28, 73, 30, 260, 53, 365, 102, 324, 979, 593, 2957, 963]","Fergus Hume,Wilkie Collins,Marie Corelli,Jack London,Mrs Henry Wood,Arthur Conan Doyle,Nathaniel Hawthorne,Frances Hodgson Burnett,H.G. Wells,Oliver Optic,Mark Twain,Henry Rider Haggard,Louisa May Alcott,Anthony Trollope,John Kendrick Bangs,Bret Harte,Mary Elizabeth Braddon,Margaret Oliphant"
18,4,"[30, 963, 98, 260, 2957, 593, 69, 73, 102, 365, 1057, 979, 1177, 53, 120, 1321, 125, 8949]","H.G. Wells,Margaret Oliphant,Wilkie Collins,Oliver Optic,Mary Elizabeth Braddon,Bret Harte,Arthur Conan Doyle,Frances Hodgson Burnett,Louisa May Alcott,Henry Rider Haggard,Fergus Hume,John Kendrick Bangs,Mrs Henry Wood,Mark Twain,Jack London,Marie Corelli,Joseph Conrad,James Grant"
18,5,"[1057, 8949, 28, 69, 73, 1177, 2957, 260, 324, 30, 593, 102, 53, 963, 979, 120, 125, 98]","Fergus Hume,James Grant,Nathaniel Hawthorne,Arthur Conan Doyle,Frances Hodgson Burnett,Mrs Henry Wood,Mary Elizabeth Braddon,Oliver Optic,Anthony Trollope,H.G. Wells,Bret Harte,Louisa May Alcott,Mark Twain,Margaret Oliphant,John Kendrick Bangs,Jack London,Joseph Conrad,Wilkie Collins"
18,6,"[125, 979, 28, 69, 593, 963, 120, 1057, 8949, 365, 73, 260, 324, 53, 98, 1177, 30, 102]","Joseph Conrad,John Kendrick Bangs,Nathaniel Hawthorne,Arthur Conan Doyle,Bret Harte,Margaret Oliphant,Jack London,Fergus Hume,James Grant,Henry Rider Haggard,Frances Hodgson Burnett,Oliver Optic,Anthony Trollope,Mark Twain,Wilkie Collins,Mrs Henry Wood,H.G. Wells,Louisa May Alcott"
18,7,"[69, 120, 28, 365, 98, 102, 593, 979, 324, 963, 53, 1321, 30, 73, 8949, 260, 1057, 125]","Arthur Conan Doyle,Jack London,Nathaniel Hawthorne,Henry Rider Haggard,Wilkie Collins,Louisa May Alcott,Bret Harte,John Kendrick Bangs,Anthony Trollope,Margaret Oliphant,Mark Twain,Marie Corelli,H.G. Wells,Frances Hodgson Burnett,James Grant,Oliver Optic,Fergus Hume,Joseph Conrad"
18,8,"[260, 365, 593, 53, 28, 69, 30, 98, 979, 2957, 120, 963, 1177, 1057, 73, 324, 1321, 102]","Oliver Optic,Henry Rider Haggard,Bret Harte,Mark Twain,Nathaniel Hawthorne,Arthur Conan Doyle,H.G. Wells,Wilkie Collins,John Kendrick Bangs,Mary Elizabeth Braddon,Jack London,Margaret Oliphant,Mrs Henry Wood,Fergus Hume,Frances Hodgson Burnett,Anthony Trollope,Marie Corelli,Louisa May Alcott"
18,9,"[98, 2957, 8949, 102, 260, 1321, 73, 1057, 1177, 324, 125, 53, 120, 979, 365, 28, 963, 30]","Wilkie Collins,Mary Elizabeth Braddon,James Grant,Louisa May Alcott,Oliver Optic,Marie Corelli,Frances Hodgson Burnett,Fergus Hume,Mrs Henry Wood,Anthony Trollope,Joseph Conrad,Mark Twain,Jack London,John Kendrick Bangs,Henry Rider Haggard,Nathaniel Hawthorne,Margaret Oliphant,H.G. Wells"
18,10,"[69, 53, 365, 73, 2957, 28, 8949, 125, 98, 260, 979, 30, 1057, 1177, 102, 324, 593, 1321]","Arthur Conan Doyle,Mark Twain,Henry Rider Haggard,Frances Hodgson Burnett,Mary Elizabeth Braddon,Nathaniel Hawthorne,James Grant,Joseph Conrad,Wilkie Collins,Oliver Optic,John Kendrick Bangs,H.G. Wells,Fergus Hume,Mrs Henry Wood,Louisa May Alcott,Anthony Trollope,Bret Harte,Marie Corelli"
18,11,"[2957, 98, 963, 69, 73, 28, 260, 1057, 365, 30, 1321, 979, 1177, 8949, 120, 125, 53, 593]","Mary Elizabeth Braddon,Wilkie Collins,Margaret Oliphant,Arthur Conan Doyle,Frances Hodgson Burnett,Nathaniel Hawthorne,Oliver Optic,Fergus Hume,Henry Rider Haggard,H.G. Wells,Marie Corelli,John Kendrick Bangs,Mrs Henry Wood,James Grant,Jack London,Joseph Conrad,Mark Twain,Bret Harte"
18,12,"[102, 125, 69, 324, 120, 1177, 8949, 979, 963, 2957, 98, 1321, 260, 73, 593, 1057, 53, 365]","Louisa May Alcott,Joseph Conrad,Arthur Conan Doyle,Anthony Trollope,Jack London,Mrs Henry Wood,James Grant,John Kendrick Bangs,Margaret Oliphant,Mary Elizabeth Braddon,Wilkie Collins,Marie Corelli,Oliver Optic,Frances Hodgson Burnett,Bret Harte,Fergus Hume,Mark Twain,Henry Rider Haggard"
18,13,"[324, 120, 1057, 979, 593, 53, 8949, 260, 69, 963, 365, 98, 30, 2957, 73, 1321, 125, 1177]","Anthony Trollope,Jack London,Fergus Hume,John Kendrick Bangs,Bret Harte,Mark Twain,James Grant,Oliver Optic,Arthur Conan Doyle,Margaret Oliphant,Henry Rider Haggard,Wilkie Collins,H.G. Wells,Mary Elizabeth Braddon,Frances Hodgson Burnett,Marie Corelli,Joseph Conrad,Mrs Henry Wood"
18,14,"[963, 979, 260, 8949, 1321, 69, 28, 102, 1177, 73, 324, 120, 98, 593, 2957, 365, 53, 1057]","Margaret Oliphant,John Kendrick Bangs,Oliver Optic,James Grant,Marie Corelli,Arthur Conan Doyle,Nathaniel Hawthorne,Louisa May Alcott,Mrs Henry Wood,Frances Hodgson Burnett,Anthony Trollope,Jack London,Wilkie Collins,Bret Harte,Mary Elizabeth Braddon,Henry Rider Haggard,Mark Twain,Fergus Hume"
18,15,"[73, 125, 1321, 30, 593, 365, 2957, 102, 324, 98, 28, 979, 120, 1177, 1057, 963, 53, 260]","Frances Hodgson Burnett,Joseph Conrad,Marie Corelli,H.G. Wells,Bret Harte,Henry Rider Haggard,Mary Elizabeth Braddon,Louisa May Alcott,Anthony Trollope,Wilkie Collins,Nathaniel Hawthorne,John Kendrick Bangs,Jack London,Mrs Henry Wood,Fergus Hume,Margaret Oliphant,Mark Twain,Oliver Optic"
18,16,"[30, 979, 102, 365, 28, 69, 120, 963, 324, 8949, 1321, 1057, 1177, 98, 73, 125, 2957, 53]","H.G. Wells,John Kendrick Bangs,Louisa May Alcott,Henry Rider Haggard,Nathaniel Hawthorne,Arthur Conan Doyle,Jack London,Margaret Oliphant,Anthony Trollope,James Grant,Marie Corelli,Fergus Hume,Mrs Henry Wood,Wilkie Collins,Frances Hodgson Burnett,Joseph Conrad,Mary Elizabeth Braddon,Mark Twain"
18,17,"[125, 120, 102, 8949, 260, 1321, 365, 979, 98, 1057, 324, 53, 30, 73, 963, 593, 28, 69]","Joseph Conrad,Jack London,Louisa May Alcott,James Grant,Oliver Optic,Marie Corelli,Henry Rider Haggard,John Kendrick Bangs,Wilkie Collins,Fergus Hume,Anthony Trollope,Mark Twain,H.G. Wells,Frances Hodgson Burnett,Margaret Oliphant,Bret Harte,Nathaniel Hawthorne,Arthur Conan Doyle"
18,18,"[98, 1321, 979, 73, 1057, 102, 324, 2957, 53, 593, 963, 8949, 69, 120, 125, 28, 365, 1177]","Wilkie Collins,Marie Corelli,John Kendrick Bangs,Frances Hodgson Burnett,Fergus Hume,Louisa May Alcott,Anthony Trollope,Mary Elizabeth Braddon,Mark Twain,Bret Harte,Margaret Oliphant,James Grant,Arthur Conan Doyle,Jack London,Joseph Conrad,Nathaniel Hawthorne,Henry Rider Haggard,Mrs Henry Wood"
18,19,"[963, 98, 53, 102, 365, 120, 28, 73, 8949, 1177, 30, 69, 593, 260, 324, 2957, 1321, 125]","Margaret Oliphant,Wilkie Collins,Mark Twain,Louisa May Alcott,Henry Rider Haggard,Jack London,Nathaniel Hawthorne,Frances Hodgson Burnett,James Grant,Mrs Henry Wood,H.G. Wells,Arthur Conan Doyle,Bret Harte,Oliver Optic,Anthony Trollope,Mary Elizabeth Braddon,Marie Corelli,Joseph Conrad"
18,20,"[324, 30, 1057, 260, 102, 979, 593, 125, 98, 1177, 963, 8949, 69, 1321, 120, 28, 53, 365]","Anthony Trollope,H.G. Wells,Fergus Hume,Oliver Optic,Louisa May Alcott,John Kendrick Bangs,Bret Harte,Joseph Conrad,Wilkie Collins,Mrs Henry Wood,Margaret Oliphant,James Grant,Arthur Conan Doyle,Marie Corelli,Jack London,Nathaniel Hawthorne,Mark Twain,Henry Rider Haggard"
18,21,"[260, 73, 8949, 963, 2957, 98, 53, 1321, 120, 593, 324, 69, 979, 1057, 30, 1177, 28, 125]","Oliver Optic,Frances Hodgson Burnett,James Grant,Margaret Oliphant,Mary Elizabeth Braddon,Wilkie Collins,Mark Twain,Marie Corelli,Jack London,Bret Harte,Anthony Trollope,Arthur Conan Doyle,John Kendrick Bangs,Fergus Hume,H.G. Wells,Mrs Henry Wood,Nathaniel Hawthorne,Joseph Conrad"
18,22,"[125, 2957, 8949, 1321, 260, 979, 120, 963, 1057, 69, 365, 102, 324, 53, 30, 28, 593, 98]","Joseph Conrad,Mary Elizabeth Braddon,James Grant,Marie Corelli,Oliver Optic,John Kendrick Bangs,Jack London,Margaret Oliphant,Fergus Hume,Arthur Conan Doyle,Henry Rider Haggard,Louisa May Alcott,Anthony Trollope,Mark Twain,H.G. Wells,Nathaniel Hawthorne,Bret Harte,Wilkie Collins"
18,23,"[1321, 260, 8949, 120, 979, 365, 102, 1057, 2957, 963, 69, 28, 73, 593, 98, 1177, 30, 53]","Marie Corelli,Oliver Optic,James Grant,Jack London,John Kendrick Bangs,Henry Rider Haggard,Louisa May Alcott,Fergus Hume,Mary Elizabeth Braddon,Margaret Oliphant,Arthur Conan Doyle,Nathaniel Hawthorne,Frances Hodgson Burnett,Bret Harte,Wilkie Collins,Mrs Henry Wood,H.G. Wells,Mark Twain"
18,24,"[260, 2957, 102, 30, 120, 593, 324, 8949, 53, 979, 365, 1057, 98, 73, 1321, 69, 963, 1177]","Oliver Optic,Mary Elizabeth Braddon,Louisa May Alcott,H.G. Wells,Jack London,Bret Harte,Anthony Trollope,James Grant,Mark Twain,John Kendrick Bangs,Henry Rider Haggard,Fergus Hume,Wilkie Collins,Frances Hodgson Burnett,Marie Corelli,Arthur Conan Doyle,Margaret Oliphant,Mrs Henry Wood"
18,25,"[73, 1057, 120, 2957, 69, 365, 28, 1177, 53, 98, 30, 260, 125, 593, 963, 979, 102, 8949]","Frances Hodgson Burnett,Fergus Hume,Jack London,Mary Elizabeth Braddon,Arthur Conan Doyle,Henry Rider Haggard,Nathaniel Hawthorne,Mrs Henry Wood,Mark Twain,Wilkie Collins,H.G. Wells,Oliver Optic,Joseph Conrad,Bret Harte,Margaret Oliphant,John Kendrick Bangs,Louisa May Alcott,James Grant"
18,26,"[102, 1057, 963, 593, 979, 53, 324, 1177, 120, 125, 8949, 73, 1321, 98, 69, 365, 2957, 30]","Louisa May Alcott,Fergus Hume,Margaret Oliphant,Bret Harte,John Kendrick Bangs,Mark Twain,Anthony Trollope,Mrs Henry Wood,Jack London,Joseph Conrad,James Grant,Frances Hodgson Burnett,Marie Corelli,Wilkie Collins,Arthur Conan Doyle,Henry Rider Haggard,Mary Elizabeth Braddon,H.G. Wells"
18,27,"[979, 324, 1057, 8949, 69, 30, 593, 102, 260, 1177, 120, 963, 98, 2957, 28, 53, 365, 73]","John Kendrick Bangs,Anthony Trollope,Fergus Hume,James Grant,Arthur Conan Doyle,H.G. Wells,Bret Harte,Louisa May Alcott,Oliver Optic,Mrs Henry Wood,Jack London,Margaret Oliphant,Wilkie Collins,Mary Elizabeth Braddon,Nathaniel Hawthorne,Mark Twain,Henry Rider Haggard,Frances Hodgson Burnett"
18,28,"[260, 1057, 963, 1321, 979, 102, 1177, 53, 8949, 125, 30, 593, 73, 2957, 28, 120, 69, 98]","Oliver Optic,Fergus Hume,Margaret Oliphant,Marie Corelli,John Kendrick Bangs,Louisa May Alcott,Mrs Henry Wood,Mark Twain,James Grant,Joseph Conrad,H.G. Wells,Bret Harte,Frances Hodgson Burnett,Mary Elizabeth Braddon,Nathaniel Hawthorne,Jack London,Arthur Conan Doyle,Wilkie Collins"
18,29,"[28, 53, 98, 1321, 102, 963, 30, 324, 365, 69, 73, 2957, 1057, 260, 120, 1177, 593, 8949]","Nathaniel Hawthorne,Mark Twain,Wilkie Collins,Marie Corelli,Louisa May Alcott,Margaret Oliphant,H.G. Wells,Anthony Trollope,Henry Rider Haggard,Arthur Conan Doyle,Frances Hodgson Burnett,Mary Elizabeth Braddon,Fergus Hume,Oliver Optic,Jack London,Mrs Henry Wood,Bret Harte,James Grant"
18,30,"[120, 1177, 1321, 324, 963, 8949, 1057, 365, 28, 53, 102, 125, 593, 2957, 979, 260, 30, 69]","Jack London,Mrs Henry Wood,Marie Corelli,Anthony Trollope,Margaret Oliphant,James Grant,Fergus Hume,Henry Rider Haggard,Nathaniel Hawthorne,Mark Twain,Louisa May Alcott,Joseph Conrad,Bret Harte,Mary Elizabeth Braddon,John Kendrick Bangs,Oliver Optic,H.G. Wells,Arthur Conan Doyle"
18,31,"[125, 8949, 979, 593, 260, 324, 2957, 963, 53, 120, 1057, 69, 1321, 73, 28, 30, 1177, 98]","Joseph Conrad,James Grant,John Kendrick Bangs,Bret Harte,Oliver Optic,Anthony Trollope,Mary Elizabeth Braddon,Margaret Oliphant,Mark Twain,Jack London,Fergus Hume,Arthur Conan Doyle,Marie Corelli,Frances Hodgson Burnett,Nathaniel Hawthorne,H.G. Wells,Mrs Henry Wood,Wilkie Collins"
18,32,"[53, 98, 1057, 1177, 365, 125, 324, 1321, 28, 73, 30, 120, 102, 2957, 260, 69, 593, 979]","Mark Twain,Wilkie Collins,Fergus Hume,Mrs Henry Wood,Henry Rider Haggard,Joseph Conrad,Anthony Trollope,Marie Corelli,Nathaniel Hawthorne,Frances Hodgson Burnett,H.G. Wells,Jack London,Louisa May Alcott,Mary Elizabeth Braddon,Oliver Optic,Arthur Conan Doyle,Bret Harte,John Kendrick Bangs"
18,33,"[1177, 53, 365, 102, 1057, 324, 120, 69, 8949, 979, 260, 2957, 1321, 125, 73, 963, 30, 28]","Mrs Henry Wood,Mark Twain,Henry Rider Haggard,Louisa May Alcott,Fergus Hume,Anthony Trollope,Jack London,Arthur Conan Doyle,James Grant,John Kendrick Bangs,Oliver Optic,Mary Elizabeth Braddon,Marie Corelli,Joseph Conrad,Frances Hodgson Burnett,Margaret Oliphant,H.G. Wells,Nathaniel Hawthorne"
18,34,"[98, 1177, 1321, 2957, 28, 30, 73, 53, 593, 69, 979, 1057, 963, 324, 365, 102, 125, 120]","Wilkie Collins,Mrs Henry Wood,Marie Corelli,Mary Elizabeth Braddon,Nathaniel Hawthorne,H.G. Wells,Frances Hodgson Burnett,Mark Twain,Bret Harte,Arthur Conan Doyle,John Kendrick Bangs,Fergus Hume,Margaret Oliphant,Anthony Trollope,Henry Rider Haggard,Louisa May Alcott,Joseph Conrad,Jack London"
18,35,"[979, 8949, 53, 963, 69, 28, 73, 102, 324, 593, 120, 260, 1177, 98, 365, 1057, 30, 1321]","John Kendrick Bangs,James Grant,Mark Twain,Margaret Oliphant,Arthur Conan Doyle,Nathaniel Hawthorne,Frances Hodgson Burnett,Louisa May Alcott,Anthony Trollope,Bret Harte,Jack London,Oliver Optic,Mrs Henry Wood,Wilkie Collins,Henry Rider Haggard,Fergus Hume,H.G. Wells,Marie Corelli"
18,36,"[260, 979, 365, 593, 28, 8949, 98, 1057, 120, 2957, 963, 73, 30, 1177, 53, 1321, 102, 125]","Oliver Optic,John Kendrick Bangs,Henry Rider Haggard,Bret Harte,Nathaniel Hawthorne,James Grant,Wilkie Collins,Fergus Hume,Jack London,Mary Elizabeth Braddon,Margaret Oliphant,Frances Hodgson Burnett,H.G. Wells,Mrs Henry Wood,Mark Twain,Marie Corelli,Louisa May Alcott,Joseph Conrad"
18,37,"[28, 324, 120, 98, 125, 963, 593, 260, 1057, 2957, 53, 30, 69, 1321, 102, 365, 73, 979]","Nathaniel Hawthorne,Anthony Trollope,Jack London,Wilkie Collins,Joseph Conrad,Margaret Oliphant,Bret Harte,Oliver Optic,Fergus Hume,Mary Elizabeth Braddon,Mark Twain,H.G. Wells,Arthur Conan Doyle,Marie Corelli,Louisa May Alcott,Henry Rider Haggard,Frances Hodgson Burnett,John Kendrick Bangs"
18,38,"[1177, 53, 125, 2957, 1321, 98, 979, 963, 73, 30, 120, 1057, 102, 593, 28, 69, 8949, 260]","Mrs Henry Wood,Mark Twain,Joseph Conrad,Mary Elizabeth Braddon,Marie Corelli,Wilkie Collins,John Kendrick Bangs,Margaret Oliphant,Frances Hodgson Burnett,H.G. Wells,Jack London,Fergus Hume,Louisa May Alcott,Bret Harte,Nathaniel Hawthorne,Arthur Conan Doyle,James Grant,Oliver Optic"
18,39,"[1057, 98, 1321, 53, 73, 365, 125, 2957, 69, 8949, 593, 963, 260, 120, 102, 979, 324, 28]","Fergus Hume,Wilkie Collins,Marie Corelli,Mark Twain,Frances Hodgson Burnett,Henry Rider Haggard,Joseph Conrad,Mary Elizabeth Braddon,Arthur Conan Doyle,James Grant,Bret Harte,Margaret Oliphant,Oliver Optic,Jack London,Louisa May Alcott,John Kendrick Bangs,Anthony Trollope,Nathaniel Hawthorne"
18,40,"[73, 98, 979, 102, 593, 1177, 8949, 125, 963, 1057, 120, 69, 365, 53, 2957, 28, 324, 260]","Frances Hodgson Burnett,Wilkie Collins,John Kendrick Bangs,Louisa May Alcott,Bret Harte,Mrs Henry Wood,James Grant,Joseph Conrad,Margaret Oliphant,Fergus Hume,Jack London,Arthur Conan Doyle,Henry Rider Haggard,Mark Twain,Mary Elizabeth Braddon,Nathaniel Hawthorne,Anthony Trollope,Oliver Optic"
18,41,"[8949, 102, 963, 1321, 593, 98, 260, 73, 324, 1057, 979, 69, 120, 28, 365, 2957, 53, 125]","James Grant,Louisa May Alcott,Margaret Oliphant,Marie Corelli,Bret Harte,Wilkie Collins,Oliver Optic,Frances Hodgson Burnett,Anthony Trollope,Fergus Hume,John Kendrick Bangs,Arthur Conan Doyle,Jack London,Nathaniel Hawthorne,Henry Rider Haggard,Mary Elizabeth Braddon,Mark Twain,Joseph Conrad"
